player_id,position,firstname,lastname,fppg,salary,game,team_id,team,opp_id,opponent,home_away,min_sea,price_per_fp_sea,fppg_3g,min_3g,price_per_fp_3g,opp_team_fp_allowed_sea,opp_team_position_fp_allowed_sea,team_pace_sea,opp_pace_sea
2746,PF,Josh,Smith,14.4,3500,LAC@WAS,1610612746,LAC,1610612764,WAS,1,14.3,243.055555555556,1.4,4.9,2500,200.66,79.31,98.52,100.44
203944,PF,Julius,Randle,25.8,5600,LAL@CHA,1610612747,LAL,1610612766,CHA,1,27.3,217.054263565891,25.85,25.3,216.634429400387,196.7,98.15,98.61,98.37
201567,PF,Kevin,Love,34.2,7500,CLE@PHO,1610612739,CLE,1610612756,PHX,1,32.6,219.298245614035,32.9,31.1,227.963525835866,200.22,89.01,95.46,101.62
708,PF,Kevin,Garnett,13,3500,MIN@SA,1610612750,MIN,1610612759,SAS,1,15.2,269.230769230769,9.15,11.2,382.513661202186,174.85,124.96,98.12,95.48
2743,PF,Kris,Humphries,13.7,3600,LAC@WAS,1610612764,WAS,1610612746,LAC,-1,18.1,262.773722627737,17.45,17.9,206.303724928367,193.55,85.29,100.44,98.52
200746,PF,LaMarcus,Aldridge,29.7,7200,MIN@SA,1610612759,SAS,1610612750,MIN,-1,29.6,242.424242424242,27.29,31.6,263.83290582631,198.35,90.55,95.48,98.12
1626204,PF,Larry,Nance Jr.,11.9,3500,LAL@CHA,1610612747,LAL,1610612766,CHA,1,19.3,294.117647058824,19.35,21.7,180.878552971576,196.7,98.15,98.61,98.37
202730,PF,Lavoy,Allen,14.2,3700,ATL@IND,1610612754,IND,1610612737,ATL,-1,20.7,260.56338028169,17.85,22.7,207.282913165266,197.69,124.28,99.45,98.56
2449,PF,Luis,Scola,19.7,4500,TOR@CHI,1610612761,TOR,1610612741,CHI,1,24.3,228.426395939086,23.59,31.5,190.758796100042,203.37,133.45,95.9,99.39
201578,PF,Marreese,Speights,8.9,3500,SAC@GS,1610612744,GSW,1610612758,SAC,-1,9.6,393.258426966292,4.3,7.7,813.953488372093,207.87,103.62,101.94,101.82
101107,PF,Marvin,Williams,22.5,4900,LAL@CHA,1610612766,CHA,1610612747,LAL,-1,30.1,217.777777777778,15.31,22.1,320.052253429131,213.06,102.99,98.37,98.61
203488,PF,Mike,Muscala,8.8,3500,ATL@IND,1610612737,ATL,1610612754,IND,1,12.6,397.727272727273,1.89,2.7,1851.85185185185,192.1,87.7,98.56,99.45
203141,PF,Mirza,Teletovic,14.3,3900,CLE@PHO,1610612756,PHX,1610612739,CLE,-1,17.5,272.727272727273,12.05,15.4,323.651452282158,185.72,120.76,101.62,95.46
203457,PF,Nerlens,Noel,23.7,5800,PHI@UTA,1610612755,PHI,1610612762,UTA,1,29.6,244.725738396624,25.75,28.2,225.242718446602,184.47,92.71,99.66,94.02
202335,PF,Patrick,Patterson,14.1,3500,TOR@CHI,1610612761,TOR,1610612741,CHI,1,22.9,248.22695035461,20.7,23.4,169.082125603865,203.37,133.45,95.9,99.39
2200,PF,Pau,Gasol,37.5,8900,TOR@CHI,1610612741,CHI,1610612761,TOR,-1,31,237.333333333333,40.96,36.2,217.28515625,188.93,97.7,99.39,95.9
200794,PF,Paul,Millsap,37.2,8300,ATL@IND,1610612737,ATL,1610612754,IND,1,33.1,223.118279569892,31.75,29.9,261.417322834646,192.1,87.7,98.56,99.45
203112,PF,Quincy,Acy,5.3,3500,SAC@GS,1610612758,SAC,1610612744,GSW,1,9.4,660.377358490566,0,0,Inf,194.86,85.41,101.82,101.94
1626158,PF,Richaun,Holmes,10.9,3500,PHI@UTA,1610612755,PHI,1610612762,UTA,1,14.2,321.100917431193,9.85,11.3,355.329949238579,184.47,92.71,99.66,94.02
